numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,
61972,20201101030000,101490,70,3,160,5.000000,296.150000,292.750000,81,,,,,,,,,,,101420,,,-210,,295.950000,,302.150000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61976,20201101030000,101640,130,3,170,5.000000,297.250000,287.650000,55,,,,,,,,,,,101550,,,-20,,294.250000,,300.350000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61980,20201101030000,101680,120,3,190,2.900000,294.550000,285.650000,57,55180,0,,,,0,,,,,101530,,,-140,,,,,,,,4.400000,7.300000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61996,20201101030000,102650,40,0,300,8.000000,285.150000,279.450000,68,,,,,,,,,,,102300,,,-780,,283.650000,,287.350000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61997,20201101030000,,250,3,140,5.400000,276.150000,,,,,,,,,,,,,98970,,,-750,,275.050000,,280.150000,,,,,,,,,,,0.000000,0.000000,0.200000,3.800000,3.800000,,,,,,,,,,,,,,,,,
61998,20201101030000,100990,100,3,260,10.300000,276.250000,269.250000,60,,,,,,,,,,,100620,,,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67005,20201101030000,101520,190,3,260,3.100000,297.350000,294.650000,85,20000,0,,,,1,800,,,,101440,,,-10,,,,,,,,3.800000,3.800000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,,660,,,,,,,,,,
71805,20201101030000,102650,130,1,290,8.800000,276.550000,269.750000,61,53040,0,,,75,6,1250,,,,102560,,,1920,,,,,274.750000,,,14.900000,15.500000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,6,,1230,,,,,,,,,,
78890,20201101030000,101420,10,0,70,12.300000,300.650000,297.250000,82,,,,,,,,,,,101100,,,-20,,300.550000,,302.750000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
78894,20201101030000,101540,30,0,60,6.800000,300.450000,295.650000,75,,,,,,,,,,,101030,,,-10,,299.250000,,304.750000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
78897,20201101030000,101470,10,0,90,3.400000,299.550000,296.250000,82,16020,,,,,,,,,,101380,,,0,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
78922,20201101030000,101350,0,0,120,9.600000,300.050000,298.050000,89,,,,,,,,,,,100910,,,-60,,297.850000,,302.250000,,,,,,,,,,,0.000000,0.600000,4.400000,11.900000,11.900000,,,,,,,,,,,,,,,,,
78925,20201101030000,101300,-20,8,90,2.200000,299.050000,298.050000,94,6360,61,,,100,8,450,,,,101210,,,-70,,,,,,,,3.600000,3.800000,-10,,,,,-0.100000,-0.100000,10.000000,19.400000,19.600000,,,,,5,,480,6,,660,6,,990,,8,,
81401,20201101030000,101130,20,3,110,1.000000,298.550000,296.950000,91,,,,,,,,,,,101070,,,50,,297.350000,,306.650000,,,,,,,,,,,0.000000,0.000000,0.000000,1.000000,1.000000,,,,,,,,,,,,,,,,,
81405,20201101030000,101140,20,0,230,1.300000,297.950000,297.950000,100,23250,0,,,90,7,800,,,,101050,,,10,,,,,299.350000,,,1.800000,1.800000,-10,,,,,0.000000,-0.100000,1.600000,1.800000,1.800000,,,,,2,,660,3,,1140,7,,1350,,,,
81408,20201101030000,101110,40,8,0,0.000000,297.850000,297.550000,98,,,,,,,,,,,101030,,,0,,296.450000,,306.650000,,,,,,,,,,,0.000000,0.200000,0.400000,10.300000,10.700000,,,,,,,,,,,,,,,,,
81415,20201101030000,101190,60,1,90,1.200000,297.650000,296.050000,91,,,,,,,,,,,99970,,,50,,295.650000,,308.450000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
89642,20201101030000,97690,90,2,320,3.100000,269.550000,257.550000,35,30000,,,,0,,2500,,,,97160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07005,20201101060000,101110,-220,8,180,2.900000,285.450000,282.950000,85,20000,0,,,,,,,,,100250,,,-840,282.850000,,286.450000,,282.050000,,,6.400000,7.300000,-10,1,0.000000,,,0.000000,0.000000,0.600000,0.600000,2.000000,,,,,,,,,,,,,,,,,
07015,20201101060000,101190,-220,7,170,4.900000,284.150000,282.250000,88,37870,0,,,100,8,1750,,,,100620,,,-800,283.750000,,288.250000,,281.050000,,,7.100000,7.100000,-10,1,0.000000,,,0.000000,0.000000,0.800000,1.000000,1.800000,,,,,3,,1800,4,,2220,5,,2580,,,,
07020,20201101060000,100460,-410,6,190,14.600000,288.050000,287.050000,94,10000,60,6,2,100,8,1250,36,,,100350,,,-880,285.350000,,288.050000,,,,,22.400000,22.400000,-10,,,,,0.200000,0.600000,0.600000,0.600000,7.900000,,,,,8,7,1000,,,,,,,,,,
07027,20201101060000,100920,-320,8,190,7.600000,287.550000,286.250000,92,19590,0,,,100,8,450,,,,100130,,,-810,282.850000,,287.550000,,283.150000,,,12.100000,12.100000,-10,2,0.000000,,,0.000000,0.200000,0.200000,0.200000,,,,,,1,,540,8,,1980,,,,,,,
07037,20201101060000,101210,-210,6,180,4.200000,284.750000,284.550000,99,2380,61,,,100,8,150,,,,99390,,,-770,283.150000,,285.350000,,283.450000,,,6.300000,9.200000,-10,,0.000000,,,0.800000,0.800000,2.000000,2.000000,4.400000,,,,,7,,150,7,,330,8,,930,,,,
07072,20201101060000,101540,-120,8,210,2.900000,287.450000,285.450000,88,20000,0,,,100,3,450,,,,100410,,,-690,286.950000,,290.050000,,286.050000,,,5.400000,5.400000,-10,0,,,,0.000000,0.000000,-0.100000,-0.100000,-0.100000,,,,,3,,540,6,,1980,7,,2520,,,,
07110,20201101060000,100780,10,3,230,12.400000,288.850000,288.550000,98,2160,60,,,100,8,80,,,,99630,,,-400,284.150000,,289.150000,,282.550000,,,18.200000,19.100000,-10,2,0.000000,,,0.200000,2.400000,5.200000,5.800000,22.400000,,,,,8,,90,,,,,,,,,,
07117,20201101060000,100620,-140,6,230,11.100000,289.950000,289.150000,95,10000,2,2,,100,8,800,37,,,99940,,,-590,283.450000,,289.950000,,,,,16.900000,19.600000,-10,,,,,0.000000,0.000000,0.000000,0.200000,9.300000,,,,,8,6,900,,,,,,,,,,
07130,20201101060000,101150,-120,6,200,7.100000,289.550000,288.750000,95,5660,53,,,100,8,250,,,,100710,,,-640,285.050000,,290.350000,,284.950000,,,10.800000,15.000000,-10,2,0.000000,,,-0.100000,0.200000,0.400000,0.800000,4.000000,,,,,7,,270,8,,420,,,,,,,
07139,20201101060000,101270,-230,6,180,4.500000,288.150000,287.950000,99,6790,50,,,100,8,250,,,,99560,,,-660,284.350000,,288.150000,,285.350000,,,8.600000,9.000000,-10,1,,,,0.400000,0.800000,1.000000,1.000000,2.800000,,,,,7,,210,8,,330,,,,,,,
07149,20201101060000,101470,-190,8,170,3.500000,286.950000,286.350000,96,7520,51,6,5,100,8,150,,,,100400,,,-640,286.250000,,290.750000,,,,,5.700000,6.400000,-10,2,0.000000,,,0.200000,0.200000,0.200000,0.200000,0.200000,,,,,8,,120,,,,,,,,,,
07168,20201101060000,101680,-80,8,190,6.500000,288.350000,287.050000,92,4010,61,,,100,6,450,,,,100280,,,-570,288.150000,,290.250000,,286.450000,,,9.100000,9.100000,-10,2,0.000000,,,0.400000,1.200000,1.200000,1.200000,1.400000,,,,,3,,330,6,,510,8,,2100,,,,
07181,20201101060000,101820,-40,7,200,6.400000,285.850000,285.250000,96,8280,61,,,100,3,450,,,,97770,,,-560,284.450000,,287.950000,,281.950000,,,8.900000,9.600000,-10,,,,,1.000000,1.600000,2.200000,2.200000,2.200000,,,,,3,,450,8,,3000,,9,,,,,
07190,20201101060000,101920,-70,6,220,1.900000,284.850000,283.250000,90,19910,0,,,100,8,800,,,,100100,,,-580,281.150000,,285.650000,,279.250000,,,2.800000,3.300000,-10,2,0.000000,,,0.200000,0.200000,0.200000,0.200000,0.200000,,,,,7,,870,8,,1200,,,,,,,
07207,20201101060000,101240,-70,6,230,14.400000,289.450000,289.150000,98,6000,81,8,6,90,7,450,37,,,100730,,,-450,287.250000,,289.650000,,,,,21.100000,22.400000,-10,,,,,0.200000,0.400000,1.200000,1.200000,2.000000,,,,,7,7,500,,,,,,,,,,
07222,20201101060000,101480,-70,6,210,8.200000,289.950000,289.350000,96,4470,60,,,100,8,250,,,,101170,,,-460,286.250000,,289.950000,,286.150000,,,14.200000,14.700000,-10,2,0.000000,,,0.700000,3.900000,5.900000,6.500000,8.100000,,,,,8,,240,,,,,,,,,,
07240,20201101060000,101640,-60,6,210,8.400000,289.050000,287.950000,93,17930,0,,,100,8,250,,,,100310,,,-450,288.350000,,290.150000,,287.350000,,,16.400000,16.400000,-10,2,0.000000,,,1.700000,4.700000,6.300000,7.100000,7.100000,,,,,6,,270,7,,480,8,,1050,,,,
07255,20201101060000,101910,-30,8,190,3.200000,287.050000,286.050000,94,20000,61,,,,,,,,,99930,,,-310,287.050000,,289.850000,,285.850000,,,4.200000,4.200000,-10,,0.000000,,,-0.100000,0.800000,1.000000,1.000000,1.000000,,,,,,,,,,,,,,,,,
07280,20201101060000,102090,0,0,200,3.700000,284.250000,284.250000,100,5090,61,,,100,3,1250,,,,99360,,,-360,278.550000,,284.350000,,283.650000,,,5.500000,5.700000,-10,2,0.000000,,,1.000000,1.000000,1.000000,1.000000,1.000000,,,,,1,,1020,3,,1290,8,,3060,,,,
07299,20201101060000,102100,-110,6,190,2.500000,282.550000,281.150000,91,15000,0,2,,90,7,,35,,,98810,,,-440,280.250000,,282.850000,,279.850000,,,3.800000,4.300000,-10,0,0.000000,0.000000,-60,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,5,6,1000,5,6,1800,,,,,,,
07314,20201101060000,101810,-80,8,180,5.900000,289.950000,288.150000,89,,,2,,,,,,,,101540,,,-240,289.750000,,291.250000,,,,,9.300000,10.300000,-10,,,,,0.200000,1.800000,2.200000,2.200000,2.200000,,,,,,,,,,,,,,,,,
07335,20201101060000,101880,-10,5,200,5.300000,287.750000,285.050000,84,21440,0,,,100,8,2250,,,,100450,,,-230,287.650000,,291.150000,,286.750000,,,7.400000,8.000000,-10,1,0.000000,,,0.000000,-0.100000,0.200000,0.600000,0.600000,,,,,7,,2040,8,,2580,,,,,,,
07434,20201101060000,102080,20,3,170,4.100000,286.650000,282.850000,78,34610,0,,,100,8,3360,,,,97340,,,-160,286.450000,,288.950000,,285.150000,,,6.100000,6.100000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,8,,3360,,,,,,,,,,
07460,20201101060000,102130,-40,6,190,7.700000,285.450000,279.750000,68,49960,0,,,90,7,4080,,,,98250,,,-190,284.350000,,289.450000,,282.250000,,,11.000000,12.100000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,7,,4080,7,,4620,,8,,,,,
07471,20201101060000,,-50,5,0,0.000000,276.950000,275.650000,91,20000,0,,,90,7,4980,,,,92690,,850,-90,276.550000,,285.150000,,277.350000,,,1.000000,1.500000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,2,,4980,4,,6240,7,,7440,,,,
07481,20201101060000,102290,-90,6,180,1.700000,282.950000,282.350000,96,4500,10,2,2,90,4,30,36,20,12,99390,,,-190,282.350000,,287.750000,,,,,2.700000,3.100000,-10,0,0.000000,0.000000,-60,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,4,7,30,7,0,6200,,,,,,,
07510,20201101060000,102050,10,3,150,1.700000,285.850000,283.750000,87,32940,0,,,100,8,3660,,,,101470,,,-170,285.650000,,289.650000,,285.350000,,,2.600000,3.000000,-10,0,0.000000,,,0.000000,0.200000,0.200000,0.200000,0.200000,,,,,8,,3660,,,,,,,,,,
07535,20201101060000,102210,0,5,140,0.900000,284.850000,282.950000,88,20000,0,,,90,7,4740,,,,99090,,,-140,283.950000,,287.750000,,283.750000,,,1.800000,4.100000,-10,1,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,7,,4740,7,,5460,,,,,,,
07558,20201101060000,102300,-80,6,40,1.900000,282.150000,278.850000,80,20000,0,,,,,,,,,93940,,,-170,281.050000,,287.950000,,279.850000,,,2.900000,5.300000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07577,20201101060000,102300,-60,6,20,2.400000,284.650000,283.350000,92,16260,0,,,,,,,,,101400,,,-240,283.850000,,287.350000,,284.450000,,,3.700000,4.800000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.200000,0.200000,,,,,,,,,,,,,,,,,
07591,20201101060000,,-40,8,40,3.600000,280.750000,273.450000,60,20000,0,,,,,,,,,92260,,853,-190,280.150000,,284.950000,,279.350000,,,7.100000,7.700000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07607,20201101060000,102160,40,3,70,1.500000,282.050000,281.250000,95,27000,0,,,,1,5820,,,,101440,,,-150,282.050000,,287.650000,,284.650000,,,2.000000,2.100000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,1,,5820,,,,,,,,,,
07621,20201101060000,102200,20,3,170,4.000000,284.650000,277.350000,61,43050,0,,,,5,6960,,,,97870,,,-140,281.850000,,285.950000,,282.350000,,,5.000000,5.800000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,5,,6960,,,,,,,,,,
07627,20201101060000,102320,-70,5,240,1.300000,280.950000,277.150000,77,20000,0,,,90,7,7080,,,,97330,,,-180,278.850000,,286.250000,,280.750000,,,2.700000,5.500000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,7,,7080,,,,,,,,,,
07630,20201101060000,102220,-70,6,190,1.900000,280.050000,279.650000,97,9570,0,,,90,7,7320,,,,100380,,,-200,279.850000,,287.850000,,281.150000,,,3.400000,3.400000,-10,1,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,7,,7320,,,,,,,,,,
07643,20201101060000,102290,-80,6,10,2.500000,286.050000,285.150000,94,7990,0,,,100,8,250,,,,102190,,,-190,281.150000,,288.450000,,277.350000,,,3.500000,3.900000,-10,,,,,0.000000,0.000000,0.200000,0.200000,0.200000,,,,,8,,270,,,,,,,,,,
07650,20201101060000,102270,-30,8,10,3.300000,286.950000,284.250000,84,19800,0,,,100,8,450,,,,101880,,,-200,285.850000,,288.450000,,284.250000,,,4.600000,4.800000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,510,,,,,,,,,,
07661,20201101060000,,,,100,3.400000,,,,20000,2,2,,75,6,2500,35,20,10,,,,,,,,,,,,4.300000,4.300000,-10,,,,,,,,,,,,,,6,6,2500,,,,,,,,,,
07690,20201101060000,102250,0,4,340,2.700000,288.250000,283.450000,73,30000,2,2,2,60,5,,35,20,10,101940,,,-220,288.050000,,290.250000,,286.550000,,,3.400000,3.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,5,6,950,,,,,,,,,,
07747,20201101060000,102300,-50,5,330,0.700000,282.350000,281.850000,97,130,45,,,101,9,30,,,,101760,,,-120,279.250000,,285.350000,,282.350000,,,1.200000,1.700000,-10,1,0.000000,,,0.000000,0.000000,0.000000,0.200000,0.200000,,,,,0,0,,,,,,,,,,,
07761,20201101060000,102440,70,1,50,3.700000,285.550000,283.050000,85,29510,0,,,75,6,800,,,,102330,,,-50,285.450000,,289.250000,,285.350000,,,5.400000,5.400000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,6,,600,,,,,,,,,,
07790,20201101060000,102340,-10,6,240,3.900000,288.350000,283.750000,74,55860,0,,,100,8,800,,,,102200,,,-130,288.050000,,290.050000,,288.450000,,,5.800000,6.700000,-10,,0.000000,,,0.000000,,,,,,,,,8,,900,,,,,,,,,,
61968,20201101060000,101580,120,1,90,5.600000,301.650000,293.650000,62,,,,,,,,,,,101530,,,-40,,297.950000,,304.050000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61972,20201101060000,101610,120,0,140,6.600000,299.650000,293.050000,67,,,,,,,,,,,101540,,,-160,,295.950000,,302.150000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61976,20201101060000,101730,90,1,150,5.500000,300.150000,286.550000,43,,,,,,,,,,,101640,,,-90,,294.250000,,300.350000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61980,20201101060000,101710,30,0,350,2.800000,298.750000,288.150000,52,55710,0,,,,0,,,,,101560,,,-100,,,,,,,,4.200000,4.200000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61996,20201101060000,102580,70,8,310,8.300000,286.450000,280.850000,69,,,,,,,,,,,102230,,,-700,,283.650000,,287.350000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61997,20201101060000,,310,1,160,7.800000,276.650000,,,,,,,,,,,,,99280,,,-450,,275.050000,,280.150000,,,,,,,,,,,0.000000,0.000000,0.000000,3.600000,3.800000,,,,,,,,,,,,,,,,,
61998,20201101060000,101080,90,2,260,5.700000,278.350000,269.050000,51,,,,,,,,,,,100710,,,1390,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,
67005,20201101060000,101640,120,1,330,3.600000,301.350000,293.850000,64,20000,0,,,,0,,,,,101560,,,-60,,,,,,,,6.000000,6.000000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
71805,20201101060000,102850,200,3,300,7.700000,276.950000,270.550000,63,55190,0,,,100,8,1250,,,,102760,,,2080,275.050000,,277.450000,,274.750000,,,14.500000,14.500000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1200,,,,,,,,,,
78890,20201101060000,101290,130,7,90,9.900000,299.250000,297.450000,90,,,,,,,,,,,100970,,,-60,,298.950000,,302.750000,,,,,,,,,,,0.000000,0.200000,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,
78894,20201101060000,101370,170,8,90,4.300000,300.350000,295.050000,73,,,,,,,,,,,100860,,,-80,,299.250000,,304.750000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
78897,20201101060000,101310,-160,6,90,5.900000,299.650000,296.350000,82,18510,,,,,,,,,,101220,,,-70,,,,,,,,,,,,,,,-0.100000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,,,,,,,,,,,,,
78922,20201101060000,101210,140,8,150,8.600000,299.950000,297.250000,85,,,,,,,,,,,100770,,,-80,,297.850000,,302.250000,,,,,,,,,,,0.000000,0.200000,0.800000,11.300000,12.100000,,,,,,,,,,,,,,,,,
78925,20201101060000,101230,-70,8,80,2.600000,298.450000,297.950000,97,13300,0,,,90,7,800,,,,101140,,,-10,298.050000,,301.850000,,,,,5.400000,7.000000,-10,,,,,0.600000,12.500000,12.500000,24.100000,32.100000,,,,,3,,600,3,,840,5,,1020,,8,,
81401,20201101060000,100970,160,6,0,0.000000,297.450000,296.550000,95,,,,,,,,,,,100910,,,70,,297.350000,,306.650000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,
81405,20201101060000,100980,-160,8,0,0.000000,297.350000,297.350000,100,21480,0,,,100,1,80,,,,100890,,,20,,,,,298.850000,,,0.000000,1.200000,-10,,,,,0.000000,0.000000,-0.100000,1.800000,1.800000,,,,,1,,90,8,,6180,,,,,,,
81408,20201101060000,100970,140,8,260,0.500000,296.950000,296.950000,100,,,,,,,,,,,100890,,,10,,296.450000,,306.650000,,,,,,,,,,,0.200000,0.200000,0.400000,9.500000,10.700000,,,,,,,,,,,,,,,,,
81415,20201101060000,101050,140,8,60,0.900000,297.050000,296.050000,94,,,,,,,,,,,99830,,,30,,295.650000,,308.450000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
89642,20201101060000,97720,30,1,270,4.600000,268.350000,260.450000,50,30000,,,,10,0,6900,30,20,12,97190,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6900,,,,,,,,,,
07005,20201101090000,100900,-200,6,180,3.100000,287.750000,287.150000,96,15750,50,,,,,,,,,100050,,,-840,,,,,282.050000,,,7.200000,9.000000,-10,2,0.000000,,,0.200000,0.200000,0.200000,0.800000,2.200000,,,,,,,,,,,,,,,,,
07015,20201101090000,100950,-230,6,170,6.800000,286.450000,285.050000,91,4260,60,,,100,8,250,,,,100390,,,-920,,,,,281.050000,,,10.400000,11.800000,-10,2,0.000000,,,0.200000,0.200000,0.200000,1.000000,2.000000,,,,,8,,240,,,,,,,,,,
07020,20201101090000,100690,230,3,230,12.800000,289.050000,288.250000,95,8000,60,6,2,100,8,250,37,,,100580,,,-320,,,,,,,,16.500000,20.800000,-10,,,,,0.200000,0.600000,1.200000,1.200000,8.500000,,,,,8,7,200,,,,,,,,,,
07027,20201101090000,100940,20,3,220,9.400000,290.550000,288.850000,90,18530,0,,,100,8,450,,,,100150,,,-580,,,,,283.750000,,,13.600000,16.300000,-10,2,0.000000,,,-0.100000,-0.100000,0.200000,0.200000,2.400000,,,,,8,,420,,,,,,,,,,
07037,20201101090000,101040,-130,5,210,8.900000,288.950000,288.450000,97,60000,0,,,100,8,450,,,,99260,,,-720,,,,,283.650000,,,11.800000,12.800000,-10,,0.000000,,,-0.100000,0.400000,1.200000,2.400000,4.800000,,,,,7,,360,8,,510,,8,,,,,
07072,20201101090000,101420,-110,8,210,7.500000,289.250000,287.950000,92,7230,50,,,100,8,250,,,,100300,,,-660,,,,,286.050000,,,11.600000,13.100000,-10,1,,,,0.400000,0.400000,0.400000,0.400000,0.400000,,,,,1,,240,8,,390,,,,,,,
07110,20201101090000,100960,180,1,230,10.300000,288.650000,288.450000,99,1950,60,,,100,8,80,,,,99810,,,10,,,,,283.250000,,,15.800000,16.200000,-10,2,0.000000,,,-0.100000,0.200000,2.600000,5.800000,14.700000,,,,,8,,60,,,,,,,,,,
07117,20201101090000,100810,190,1,230,9.000000,289.650000,288.850000,95,10000,2,2,,100,8,800,37,,,100130,,,-180,,,,,,,,14.000000,18.300000,-10,,,,,0.000000,0.000000,0.000000,0.200000,8.900000,,,,,7,6,800,1,8,900,,,,,,,
07130,20201101090000,101250,100,3,210,6.300000,290.350000,289.350000,94,14860,0,,,100,8,250,,,,100810,,,-380,,,,,284.950000,,,11.600000,11.600000,-10,2,0.000000,,,-0.100000,0.200000,0.400000,1.000000,4.200000,,,,,8,,240,,,,,,,,,,
07139,20201101090000,101230,-30,5,190,7.700000,289.750000,288.950000,95,7000,0,,,100,8,250,,,,99530,,,-590,,,,,285.350000,,,12.100000,14.300000,-10,1,,,,0.000000,0.400000,1.200000,1.400000,3.200000,,,,,8,,240,,,,,,,,,,
07149,20201101090000,101360,-100,6,210,9.200000,290.050000,288.050000,88,29830,3,6,5,100,8,450,37,,,100300,,,-660,,,,,,,,15.600000,15.900000,-10,1,0.000000,0.000000,-30,-0.100000,0.400000,0.600000,0.600000,0.600000,,,,,8,6,360,,,,,,,,,,
07168,20201101090000,101690,10,0,200,8.100000,289.250000,286.550000,84,20000,0,,,100,1,1250,,,,100290,,,-460,,,,,287.450000,,,11.500000,14.100000,-10,1,0.000000,,,-0.100000,1.200000,2.400000,2.400000,2.400000,,,,,1,,1410,7,,2340,8,,2640,,,,
07181,20201101090000,101850,50,2,200,8.100000,287.050000,286.250000,95,7260,58,,,100,8,250,,,,97820,,,-390,,,,,284.250000,,,11.400000,11.400000,-10,,,,,0.400000,1.200000,2.800000,3.400000,3.400000,,,,,6,,210,6,,390,7,,660,,,,
07190,20201101090000,101970,60,0,180,4.500000,286.250000,285.350000,94,17660,60,,,100,5,250,,,,100160,,,-490,,,,,279.950000,,,7.800000,8.800000,-10,2,0.000000,,,-0.100000,0.800000,1.000000,1.000000,1.000000,,,,,1,,210,5,,990,5,,1680,,,,
07207,20201101090000,101360,120,3,230,14.100000,289.450000,289.250000,99,,,8,6,,,,,,,100850,,,-210,,,,,,,,19.800000,21.200000,-10,,,,,-0.100000,0.200000,0.600000,1.400000,2.200000,,,,,,,,,,,,,,,,,
07222,20201101090000,101560,80,3,230,8.100000,290.250000,289.650000,96,18220,0,,,100,8,150,,,,101250,,,-310,,,,,286.250000,,,14.900000,14.900000,-10,2,0.000000,,,0.400000,2.800000,6.700000,9.300000,10.900000,,,,,8,,180,,,,,,,,,,
07240,20201101090000,101700,60,3,200,8.500000,288.650000,287.850000,95,4930,55,,,100,8,250,,,,100370,,,-310,,,,,287.850000,,,12.700000,14.400000,-10,2,0.000000,,,0.400000,1.000000,5.700000,8.100000,8.100000,,,,,7,,210,8,,360,,,,,,,
07255,20201101090000,101940,40,2,210,4.600000,288.950000,285.350000,79,20000,0,,,,,,,,,99970,,,-260,,,,,286.350000,,,6.400000,7.000000,-10,,0.000000,,,0.000000,0.000000,0.800000,1.000000,1.000000,,,,,,,,,,,,,,,,,
07280,20201101090000,102160,80,1,180,3.900000,285.150000,285.150000,100,5630,61,,,100,8,2250,,,,99440,,,-270,,,,,283.650000,,,5.900000,5.900000,-10,2,0.000000,,,0.800000,3.800000,4.800000,4.800000,4.800000,,,,,5,,2220,8,,2700,,8,,,,,
07299,20201101090000,102230,140,1,150,3.700000,283.550000,282.750000,95,12000,61,6,6,100,5,800,38,27,,98950,,,-300,,,,,279.850000,,,4.800000,6.300000,-10,2,0.000000,0.000000,-30,-0.100000,0.600000,0.600000,0.600000,0.600000,,,,,2,8,900,5,6,1300,7,4,2500,,,,
07314,20201101090000,101910,100,3,210,7.500000,290.150000,288.350000,89,,,6,2,,,,,,,101640,,,-150,,,,,,,,10.300000,14.500000,-10,,,,,0.800000,0.800000,2.600000,3.000000,3.000000,,,,,,,,,,,,,,,,,
07335,20201101090000,101900,20,2,190,6.100000,288.950000,285.150000,78,24690,0,,,100,3,1250,,,,100470,,,-230,,,,,286.650000,,,9.200000,10.100000,-10,,,,,0.000000,0.200000,0.200000,0.800000,0.800000,,,,,3,,1080,8,,2940,,,,,,,
07434,20201101090000,102160,80,3,170,4.200000,287.050000,283.450000,79,37470,0,,,100,8,3180,,,,97420,,,-120,,,,,285.150000,,,6.900000,7.500000,-10,2,0.000000,,,-0.100000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,8,,3180,,8,,,,,,,,
